domain,company_commercial_name,company_legal_name,company_all_available_names,phone_numbers,social_links,status
independenthotelmarketinggroup.com,Independent Hotel Marketing,,Independent Hotel Marketing | INDEPENDENT HOTEL MARKETING GROUP,5189610275,https://www.linkedin.com/company/4984906/; https://www.facebook.com/IndependentHotelMarketing/,ok
sandiegorealestatejobs.net,ZipRealty,,ZipRealty,,,failed
belanshion.com,Belanshion,,Belanshion,,,failed
healthtrustpg.com,HealthTrust Product and Technology,Health Trust,Healthtrustpg | HealthTrust Supply Chain | HealthTrust Product and Technology | HealthTrust Product & Technology | HealthTrust Performance Group | Health Trust | HealthTrust's,,,failed
hillcreststoragetn.com,Hillcrest Storage,,Hillcrest Storage,(931) 397-1809; (931)%20864-7867; 9313971809; 9318647867,,ok
lloydfeinberg.com,Lloyd Feinberg,,Lloyd Feinberg,9543282858; 9549817979; +1-954.328.2858; +1-954.981.7979,https://www.instagram.com/lloydfeinberg; https://www.linkedin.com/in/lloyd-feinberg-35b3a18; https://www.facebook.com/lloydfeinbergrealtor,ok
tiffin24.com,TIFFIN 24,,TIFFIN 24,,,ok
advancedbiblicalstudies.net,Advanced Biblical Studies,Light Ministries International Inc.,Advanced Biblical Studies | Light Ministries International Inc.,,,ok
aesgoldmine.com,Advanced Exploration Solutions,,Advanced Exploration Solutions,,,failed
alldolledupspabus.com,All Dolled Up Spa Bus LLC.,All Dolled Up Spa Bus LLC.,All Dolled Up Spa Bus LLC.,,https://www.instagram.com/lazada_id/; https://www.facebook.com/LazadaIndonesia; https://www.linkedin.com/company/lazada/,ok
amairportparking.com,AM Airport Parking,,AM Airport Parking,4083525953; (408) 352-5953,,ok
cstyled.com,CStyled,,CStyled,303-522-8659; 3035228659,https://www.facebook.com/cooperstyled/; http://instagram.com/denverhaberdasher,ok
intlselfstorage.com,International Self Storage,,International Self Storage,9104852428; 9106658737,,ok
marinavillageharbor.com,Marina Village Yacht Harbor,,Marina Village Yacht Harbor,,,failed
nynjelevator.com,NY NJ Elevator Corp.,NY NJ Elevator Corp.,NY NJ Elevator Corp. | Nynjelevator | NY NJ Elevator Co. | NJ Elevator Corp.,8885693042,https://www.linkedin.com/company/ny-nj-elevator-co; https://www.facebook.com/NYNJElevatorCo/,ok
gamepcfull.com,Game PC Full,,Game PC Full | Game PC.,,,ok
impaxinc.com,IMPAX INC.,IMPAX INC.,IMPAX INC. | Impax Corp.,7178456446; 7178468004,,ok
nachonomics.com,Nachonomics,,Nachonomics,,https://www.facebook.com/Nachonomics; https://www.facebook.com/NachoNewsNetwork/; http://www.facebook.com/nachonomics,ok
romangalloway.com,Roman Galloway,,Roman Galloway,,,failed
safetychain.com,SafetyChain Software,SafetyChain Software Inc.,SafetyChain Software | Safety Chain | SafetyChain Software Inc.,,,ok
flatpondpublishing.com,Flat Pond Publishing,,Flat Pond Publishing,,,failed
fsb-int.com,Future Semiconductor Business,,Future Semiconductor Business | Future Semiconductor,6143542919,,ok
hallmemphis.org,Minglewood Hall Tickets,,Minglewood Hall Tickets,,,ok
howellci.com,Howell CI,,Howell CI | Howell Consulting & Investigation,8022796093,,ok
kalamazoomijobs.com,Kalamazoo QR,,Kalamazoo QR,,,failed
lammrubenstone.com,Lamm Rubenstone,LAMM RUBENSTONE LLC.,Lamm Rubenstone | LAMM RUBENSTONE LLC.,,,ok
mygentxt.org,MyGenTxt,,MyGenTxt,,https://www.facebook.com/home.php#!/pages/GentXt/126974930683972,ok
mingchienliang.com,Ming-Chien Liang,,Ming-Chien Liang | Ming-Chien,,http://www.facebook.com/,ok
mlfcare.org,Morning Light Foundation,,Morning Light Foundation | Morninglight,6267656119; 6262819820,https://www.facebook.com/MorningLightFoundation/,ok
mq3labs.com,MQ3 Labs,Advisor Blackboat GmbH,MQ3 Labs | Advisor Blackboat GmbH,,http://www.facebook.com/citrix; http://instagram.com/citrix/,ok
nymphyacht.com,Nymph Yacht,,Nymph Yacht,,,failed
oneononesc.com,One On One Fitness,One on One Fitness LLC.,One On One Fitness | One on One Fitness LLC.,8645763733; +18645763733,https://www.facebook.com/oneononefitnessllc; https://www.instagram.com/mrresultz/?hl=en,ok
pattikavanagh.massagetherapy.com,Patti Kavanagh,,Patti Kavanagh,7167992878; 716-799-2878,,ok
pearlandcounseling.com,Life 360 Solutions,,Life 360 Solutions,,,failed
simplythaidining.com,Simply Thai Restaurant,,Simply Thai Restaurant,5107931698,,ok
alphaquorumstore.com,Alpha Quorum,Evolved Worldwide LLC.,Alpha Quorum | Evolved Worldwide LLC.,,,failed
baxland.com,Baxland,,Baxland | Baxland Land Investing,,,failed
befeni-usa.com,Befeni USA,Smith79 Inc.,Befeni USA | Smith79 Inc.,,,failed
chugiak.org,Chugiak-Eagle River Senior Center,Chugiak Senior Citizens Inc.,Chugiak-Eagle River Senior Center | Chugiak Senior Citiz | Chugiak Senior Citizens Inc. | Chugiak Senior Housing Inc.,,,failed
hangtownkc.org,Hangtown Kennel Club,,Hangtown Kennel Club,5306226909,,ok
myrtlebeach.city,Myrtle Beach City,,Myrtle Beach City | Myrtle Beach,,,ok
wordofgodokc.com,Word of God Church OKC,,Word of God Church OKC | Word of God Church | The Word of God Church,4052865303,http://www.facebook.com/wordofgodchurchokc; https://instagram.com/wordofgodokc,ok
bigdiamondpools.com,Big Diamond Pools,,Big Diamond Pools,+17132429033; 7132429033,https://www.facebook.com/profile.php?id=100054351198418,ok
brynbachman.com,Bryn Bachman,,Bryn Bachman | Bryn Bachman Design,,https://www.linkedin.com/in/bryn-bachman-4a5364278/,ok
bytheseat.com,Imperium Jets,,Imperium Jets | TukiJets,,,failed
gentleconfections.com,Gentle Confections,,Gentle Confections,,https://www.instagram.com/gentleconfections/; https://www.facebook.com/GentleConfections,ok
hairdesigners-hairsalon.business.site,Hair Designers Hair Salon,,Hair Designers Hair Salon | Hair Designers,,,failed
poocheshouseboutique.com,Pooches’ House,,Pooches’ House | Pooches' House Boutique,,,failed
thermproutah.com,Therm Pro,,Therm Pro | Utica Boilers Inc.,8012686958,,ok
yttangsoodo.com,Y. T. Tang Soo Do,T. Tang Soo Do LLC.,Y. T. Tang Soo Do | Y. T. Tang Soo | T. Tang Soo Do LLC. | Y. T. Tang Soo Do LLC.,,,failed
barbaranichols.org,Barbara Nichols M.A.,,Barbara Nichols M.A. | Barbara Nichols,4085503315,,ok
big-dog-boarding.business.site,Big Dog Boarding,,Big Dog Boarding,,,failed
kiddnap.com,Kidnap,,Kidnap,+66842712233; 084 271 2233,https://www.facebook.com/KiddNap.MintTower,ok
kiplearningandactivitycenter.com,KIP Learning and Activity Center,,KIP Learning and Activity Center | KIP Learning and Act,,,failed
thecheapghostwriter.com,THE CHEAP GHOSTWRITER,,THE CHEAP GHOSTWRITER | Cheap Ghostwriter,,,failed
blacknewengland.org,Black Heritage Trail of New Hampshire,,Black Heritage Trail of New Hampshire,,,ok
drfconaway.com,Dr. Frank Conaway DDS,,Dr. Frank Conaway DDS | Frank Conaway,,,ok
flash-wingo.com,Flash Wingo Comics,,Flash Wingo Comics | Flash Wingo,,,failed
getrazuzz.com,Get Razuzz,,Get Razuzz,,,failed
oneforallartists.com,One For All,,One For All | One for All Artists,4845028751,,ok
sanctuaryfarmphila.org,Sanctuary Farm Phila,,Sanctuary Farm Phila | Sanctuary Farm Philadelphia | Sanctuary Farm,2677030194,https://www.facebook.com/SanctuaryFarmPhila/; https://www.instagram.com/sanctuaryfarmphila/,ok
crabhouse39.com,Crab House at Pier 39,,Crab House at Pier 39 | Crab House | Simco Group LLC.,415.651.2574; 4156512574,https://www.instagram.com/crabhouse39/?ref=badge; https://www.facebook.com/crabhouseatpier39,ok
latinoyouthoutreach.org,Latino Youth Outreach,,Latino Youth Outreach,,https://www.linkedin.com/in/joseph-paniagua-a67034268; https://www.facebook.com/profile.php?id=100084752890001&mibextid=ZbWKwL; https://www.instagram.com/latinoyouthoutreach?igshid=NmE0MzVhZDY=,ok
reignvolleyball.com,Reign Volleyball,,Reign Volleyball,3527420080; 5615930602,https://www.instagram.com/p/DGJNC7qScY2/; https://www.instagram.com/reel/DE0IdhnSrvo/; https://www.instagram.com/p/DGTN9axyBme/; https://www.instagram.com/p/DIPC2JHyHzp/; https://facebook.com/reignvolleyballclub; https://www.instagram.com/reel/DE3A30NyuUd/; https://www.instagram.com/p/DEpoP2lyr3Q/; https://www.instagram.com/p/DGGmCdaS8O7/; https://www.instagram.com/p/DHbvdyZSbsg/; https://www.instagram.com/p/DHHQl9-SG0Z/; https://www.instagram.com/p/DF8ibuKSZGk/; https://www.instagram.com/reel/DHqiHqEyJO5/; https://www.instagram.com/p/DFtT3hKyEX3/; https://www.instagram.com/p/DF-tcn8uK9t/; https://www.instagram.com/p/DIy-uwksCN6/; https://www.instagram.com/p/DGQy8T0S2ph/; https://www.instagram.com/p/DFBlwdMyRyG/; https://www.instagram.com/p/DFVrsnRywPl/; https://www.instagram.com/p/DFD7BLJSzn-/; https://www.instagram.com/reel/DIZIdn1y27j/; https://www.instagram.com/p/DIRSEjoS2eM/; https://www.instagram.com/p/DIBy7kjMpEl/; https://www.instagram.com/p/DFqZPKtyZy7/; https://www.instagram.com/p/DEDO-nsySXn/; https://www.instagram.com/p/DJR8W2QSPtb/; https://www.instagram.com/p/DFLdeMeShIq/; https://www.instagram.com/p/DI69nfdSDBg/; https://www.instagram.com/p/DG3NFROyrBV/; https://www.instagram.com/p/DIl5VbksDMi/; https://www.instagram.com/p/DE2xzrtylJQ/; https://www.instagram.com/p/DJCf8JrSK2j/; https://www.instagram.com/p/DE8ApqDyI0m/; https://www.instagram.com/p/DGV75cXyElK/; https://www.instagram.com/p/DH9zUumuBEw/; https://www.instagram.com/p/DGL0EJkyXhp/; https://www.instagram.com/p/DI1SViiSlJd/; https://www.instagram.com/p/DFIwHOHyWh-/; https://www.instagram.com/p/DHYq2UpyAlK/; https://www.instagram.com/p/DIutoEFv_Pm/; https://www.instagram.com/p/DIcQ6A3y9zE/; https://www.linkedin.com/company/reign-volleyball/; https://www.instagram.com/p/DD7laD6SRlg/; https://www.instagram.com/p/DE0Dbt3yuwB/; https://www.instagram.com/p/DG1NVd6yaQy/; https://www.instagram.com/p/DGDoBqlS4iO/; https://www.instagram.com/p/DFYXKwVy9NL/; https://www.instagram.com/reel/DESfjGeRCWV/; https://www.instagram.com/p/DFF8WO_SlNw/; https://www.instagram.com/p/DIMGJEbJ4vD/; https://www.instagram.com/p/DHtO69bMEGC/; https://www.instagram.com/p/DG6p7s3SUHW/; https://www.instagram.com/p/DFOBZi9S1UA/; https://www.instagram.com/p/DHJLuBKsfsN/; https://www.instagram.com/p/DGOJgQ3SybT/; https://www.instagram.com/reel/DH2Rah2Mypf/; https://www.instagram.com/p/DGBLz93SFtZ/; https://www.instagram.com/p/DEx0ow5yYGO/; https://www.instagram.com/p/DHWx4znSS1R/; https://www.instagram.com/p/DFxuvvesKLk/; https://www.instagram.com/p/DJE9Cb_SJov/; https://www.instagram.com/p/DHTvfd0y5Jn/; https://www.instagram.com/p/DIxETrtyHEw/; https://www.instagram.com/reel/DEN6pGMyine/; https://www.instagram.com/p/DEiKe0xyUlB/; http://instagram.com/; https://www.instagram.com/p/DGd-m2mSeWw/; https://www.instagram.com/p/DGlLf5pyH9f/; https://instagram.com/reign_vb/?hl=en; https://www.instagram.com/p/DEvIvcIyYbe/; https://facebook.com/; https://www.instagram.com/p/DH38MPyy27Z/; https://www.instagram.com/p/DGi75_7SJto/; https://www.instagram.com/p/DI4A0qTykss/; https://www.instagram.com/p/DHByBRly4pb/; https://www.instagram.com/p/DGgWeSgyXTx/; https://www.instagram.com/p/DIJyXzOsPp6/; https://www.instagram.com/reel/DEBzoUeOf9Y/; https://www.instagram.com/p/DIhEFh_xxHM/; https://www.instagram.com/p/DFdTlfBxxZF/; https://www.instagram.com/p/DHLvYJYOctz/; https://www.instagram.com/p/DHEFlmNSvpA/; https://www.instagram.com/p/DG_jH9VyCQH/; https://www.instagram.com/p/DHv-gzYMdai/; https://www.instagram.com/p/DEf3L1byXPF/; https://www.instagram.com/p/DEVAqq4SnL1/; https://www.instagram.com/p/DHokFEkyyr2/; https://www.instagram.com/p/DGoFkmeygA6/; https://www.instagram.com/p/DIrGxF8MxBR/; https://www.instagram.com/p/DHduqB3yyRl/; https://www.instagram.com/p/DEIgzYCRGwe/; https://www.instagram.com/p/DFSy9-IMBfO/; https://www.instagram.com/p/DH_SEWsMhdT/; https://www.instagram.com/p/DG9n3SUM_bn/; https://www.instagram.com/p/DEN1KslSTvT/; https://www.instagram.com/p/DH6Lcujyj_Y/; https://www.instagram.com/p/DHquKn1SOFB/; https://www.instagram.com/p/DEFcJTtR2yw/; https://www.instagram.com/p/DHy8y7dSfvk/; https://www.instagram.com/p/DEKtfMHR77i/; https://www.instagram.com/p/DFgwSuLMeYK/; https://www.instagram.com/p/DGyk7b1S_IW/; https://www.instagram.com/p/DE5AcwzSLCV/; https://www.instagram.com/p/DIEHyvds7Pf/; https://www.instagram.com/p/DJH6AfBv4hy/; https://www.instagram.com/p/DEnS5CyS8mK/,ok
wibidata.com,WibiData,,WibiData | WibidataOfficial,,,failed
diecutstickers.com,Die Cut Stickers,Medford Technologies Inc.,Die Cut Stickers | Medford Technologies Inc.,2068163421,https://www.instagram.com/diecutstickersdotcom/; https://www.facebook.com/diecutstickers,ok
mbcollegeguidance.com,Mbcollegeguidance,,Mbcollegeguidance,3152436658; (315) 243-6658,,ok
thecollectiveeffect.org,THE COLLECTIVE EFFECT,,THE COLLECTIVE EFFECT | COLLECTIVE EFFECT,,,ok
dentaltalentnow.com,Dental Talent Now,Dental Talent Now LLC.,Dental Talent Now | Dental Talent Now LLC. | Elite Sourcer LLC. | Armatic Inc.,,,ok
edgeinsurance.biz,Edge Insurance,,Edge Insurance | Edge Insurance Brokers,,,failed
awlsnap.com,Awl Snap Leather Goods,Awl Snap LLC.,Awl Snap Leather Goods | Awl Snap | Awl Snap LLC.,,http://www.instagram.com/awlsnap; https://www.facebook.com/awlsnap,ok
bgkinvestments.com,BGK Investments,,BGK Investments,8184459921; 8883353139; 8884149111,http://www.linkedin.com/profile/view?id=16738601&authType=NAME_SEARCH&authToken=KLWQ&locale=en_US&srchid=1506777211381769734055&srchindex=2&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1506777211381769734055%2CVSRPtargetId%3A16738601%2CVSRPcmpt%3Aprimary; https://www.facebook.com/ben.keisari.9,ok
haciendailusionpr.com,Hacienda Ilusion,,Hacienda Ilusion | Hacienda Ilusión | Haciendailusionpr,,,failed
hawaii432.com,Lae Nani 432,,Lae Nani 432 | Enchanting Lae Nani Condo,,,failed
usconstructgroup.com,US Construct Group,US Construction Group Inc.,US Construct Group | US Construction Group Inc. | US Construction Group,,,ok
wheeinc.com,Whee Inc.,Whee Inc.,Whee Inc. | Woodruff & Howe Environmental Engineering Inc.,,,ok
dafacargo.com,DAFA CARGO,DAFA CARGO LLC.,DAFA CARGO | DAFA CARGO LLC. | DAFA LOGISTICS LLC.,,,ok
mahoganyvacations.com,MAHOGANY VACATIONS,,MAHOGANY VACATIONS,,https://facebook.com/mahoganyvacations1/; https://instagram.com/mahogany_vacations/,ok
stangerfabllc.com,Stanger Fab LLC.,Stanger Fab LLC.,Stanger Fab LLC. | Stanger Fab,,http://www.facebook.com/stangerfabllc; http://instagram.com/stangerfabllc,ok
troychurch.net,Troy Church,,Troy Church | TroyChurchofC,,,failed
anthonymarlowe.com,Anthony Marlowe,,Anthony Marlowe,,,failed
avonnylocksmith.com,Avon New York Locksmith,,Avon New York Locksmith,5852991038,,ok
exaintelligence.com,EXA Intelligence,,EXA Intelligence,4148408800,,ok
mannexcavating.com,Mann Excavating,Mann Excavating Inc.,Mann Excavating | Mann Excavating Inc.,7077994711,,ok
miqrotech.com,mIQrotech,,mIQrotech,8322696639,https://www.linkedin.com/jobs/search/?f_C=10604931&geoId=92000000,ok
morrisholmes.com,Morris Holmes & Co.,Morris Holmes & Co.,Morris Holmes & Co. | Morris Holmes & Co. Inc.,6305251350,,ok
rfacapitalcorp.com,RFA Capital,RFA Capital Corp.,RFA Capital | RFA Capital Corp.,9143934509,https://www.instagram.com/p/Cr38miVvfe-/; https://www.instagram.com/p/CqXCk28MBcY/; https://www.instagram.com/p/CqXCr70sg1C/; https://www.instagram.com/p/CqXCdBhMC3u/; https://www.instagram.com/rfacapital/; https://www.instagram.com/p/CqvxcVzP82R/; https://www.instagram.com/p/CqXCU6BshbP/; https://www.instagram.com/p/CqXCO1isdgx/,ok
ameecleaning.com,Amee Cleaning,,Amee Cleaning | Amee Cleaning Janitorial Services,7855650000; (785) 565 0000; (785) 565-0000,,ok
cindywalker.com,Cindy Walker,,Cindy Walker,4798571041; 4799672983; 4799676969,http://www.facebook.com/people/Cindy-Baker-Walker/616985612,ok
fivestarpoollinerswilliamstown.com,Five Star Pool Liners,,Five Star Pool Liners | Five Star Pool Liners Williamstown,,,ok
sustainableracine.org,BRP SC Johnson and Butter Buds Inc.,BRP SC Johnson and Butter Buds Inc.,BRP SC Johnson and Butter Buds Inc. | RSBN,,,failed
clearmirrorhealing.wordpress.com,Clear Mirror Healing,,Clear Mirror Healing | Clear Mirror Healing - Home,,http://www.facebook.com/ClearMirrorHealing; https://www.facebook.com/ClearMirrorHealing,ok
d-l-roofing-and-construction-llc.business.site,D & L Roofing and Construction LLC.,D & L Roofing and Construction LLC.,D & L Roofing and Construction LLC. | D & L Roofing and Construction,,,failed
lealvideoproductions.com,Leal Video Productions,,Leal Video Productions,5104681847,https://www.instagram.com/danroleal/?hl=en; https://www.linkedin.com/in/dan-leal-075993230/,ok
rubpage.com,Body rub by Massage 213,,Body rub by Massage 213 | Bodyrub,,,ok
sagacitystays.com,Sagacity Stays,Ssgacity Stays LLC.,Sagacity Stays | Ssgacity Stays LLC.,,,failed
valezio.com,Valezio,,Valezio,,,failed
